,Base,ExplIdCode,Explanation,Full,IdCode,IdCodeStackErr
Base,0.0,-0.10000000000000009,-0.053333333333333344,-0.09333333333333327,0.026666666666666616,-0.006666666666666599
ExplIdCode,0.10000000000000009,0.0,0.046666666666666634,0.006666666666666599,0.12666666666666648,0.09333333333333327
Explanation,0.053333333333333344,-0.046666666666666634,0.0,-0.040000000000000036,0.08000000000000007,0.046666666666666634
Full,0.09333333333333327,-0.006666666666666599,0.040000000000000036,0.0,0.1200000000000001,0.08666666666666667
IdCode,-0.026666666666666616,-0.12666666666666648,-0.08000000000000007,-0.1200000000000001,0.0,-0.03333333333333344
IdCodeStackErr,0.006666666666666599,-0.09333333333333327,-0.046666666666666634,-0.08666666666666667,0.03333333333333344,0.0
