,Base,ExplIdCode,Explanation,Full,IdCode,IdCodeStackErr
Base,0.0,0.030715474952697358,0.7370752359004153,0.024125390120555628,0.016406690756616597,0.02680500349635404
ExplIdCode,0.030715474952697358,0.0,0.012849434878430752,0.9292730406955249,0.7854362681415145,0.9466722761268542
Explanation,0.7370752359004153,0.012849434878430752,0.0,0.009716757235151011,0.006679261186201903,0.011293836464823353
Full,0.024125390120555628,0.9292730406955249,0.009716757235151011,0.0,0.8512702722044658,0.9865377808163079
IdCode,0.016406690756616597,0.7854362681415145,0.006679261186201903,0.8512702722044658,0.0,0.8394891122060947
IdCodeStackErr,0.02680500349635404,0.9466722761268542,0.011293836464823353,0.9865377808163079,0.8394891122060947,0.0
